date,ticker,p_raw,p_calibrated
2026-04-16,NASDAQ:KDP,0.003757027,0.003757027
2026-04-16,NASDAQ:KHC,0.0040403046,0.0040403046
2026-04-16,NASDAQ:KLAC,0.015344773,0.015344773
2026-04-16,NASDAQ:LIN,0.0040820907,0.0040820907
2026-04-16,NASDAQ:LRCX,0.019589838,0.019589838
2026-04-16,NASDAQ:LULU,0.026508927,0.026508927
2026-04-16,NASDAQ:MAR,0.0034114718,0.0034114718
2026-04-16,NASDAQ:MCHP,0.0074628717,0.0074628717
2026-04-16,NASDAQ:MDB,0.06963429,0.06963429
2026-04-16,NASDAQ:MDLZ,0.0040820907,0.0040820907
2026-04-16,NASDAQ:MELI,0.013837714,0.013837714
2026-04-16,NASDAQ:META,0.0044791196,0.0044791196
2026-04-16,NASDAQ:MNST,0.004217027,0.004217027
2026-04-16,NASDAQ:MRVL,0.100948624,0.100948624
2026-04-16,NASDAQ:MSFT,0.004217027,0.004217027
2026-04-16,NASDAQ:MSTR,0.11432169,0.11432169
2026-04-16,NASDAQ:MU,0.10185076,0.10185076
2026-04-16,NASDAQ:NFLX,0.005723478,0.005723478
2026-04-16,NASDAQ:NVDA,0.004684663,0.004684663
2026-04-16,NASDAQ:NXPI,0.00436912,0.00436912
2026-04-16,NASDAQ:ODFL,0.012176989,0.012176989
2026-04-16,NASDAQ:ON,0.028486764,0.028486764
2026-04-16,NASDAQ:ORLY,0.0040820907,0.0040820907
2026-04-16,NASDAQ:PANW,0.0071430528,0.0071430528
2026-04-16,NASDAQ:PAYX,0.0053701582,0.0053701582
2026-04-16,NASDAQ:PCAR,0.0034114718,0.0034114718
2026-04-16,NASDAQ:PDD,0.0045348313,0.0045348313
2026-04-16,NASDAQ:PEP,0.0040820907,0.0040820907
2026-04-16,NASDAQ:PYPL,0.0066963993,0.0066963993
2026-04-16,NASDAQ:QCOM,0.0045348313,0.0045348313
2026-04-16,NASDAQ:REGN,0.0040820907,0.0040820907
2026-04-16,NASDAQ:ROP,0.003999349,0.003999349
2026-04-16,NASDAQ:ROST,0.0034114718,0.0034114718
2026-04-16,NASDAQ:SBUX,0.0034114718,0.0034114718
2026-04-16,NASDAQ:SNPS,0.038404,0.038404
2026-04-16,NASDAQ:TEAM,0.08999627,0.08999627
2026-04-16,NASDAQ:TMUS,0.0040820907,0.0040820907
2026-04-16,NASDAQ:TSLA,0.027513603,0.027513603
2026-04-16,NASDAQ:TTD,0.12017889,0.12017889
2026-04-16,NASDAQ:TTWO,0.0037901176,0.0037901176
2026-04-16,NASDAQ:TXN,0.0037901176,0.0037901176
2026-04-16,NASDAQ:VRSK,0.0047849766,0.0047849766
2026-04-16,NASDAQ:VRTX,0.0045348313,0.0045348313
2026-04-16,NASDAQ:WBD,0.016751047,0.016751047
2026-04-16,NASDAQ:WDAY,0.014723093,0.014723093
2026-04-16,NASDAQ:XEL,0.0040820907,0.0040820907
2026-04-16,NASDAQ:ZS,0.023060279,0.023060279
2026-04-17,NASDAQ:AAPL,0.004217027,0.004217027
2026-04-17,NASDAQ:ADBE,0.0053701582,0.0053701582
2026-04-17,NASDAQ:ADI,0.0036236804,0.0036236804
2026-04-17,NASDAQ:ADP,0.0043073706,0.0043073706
2026-04-17,NASDAQ:ADSK,0.0033765275,0.0033765275
2026-04-17,NASDAQ:AEP,0.0040820907,0.0040820907
2026-04-17,NASDAQ:AMAT,0.024594668,0.024594668
2026-04-17,NASDAQ:AMD,0.045205463,0.045205463
2026-04-17,NASDAQ:AMGN,0.0040820907,0.0040820907
2026-04-17,NASDAQ:AMZN,0.004217027,0.004217027
2026-04-17,NASDAQ:ANSS,0.0040820907,0.0040820907
2026-04-17,NASDAQ:ASML,0.0073245917,0.0073245917
2026-04-17,NASDAQ:AVGO,0.025196785,0.025196785
2026-04-17,NASDAQ:AZN,0.013073695,0.013073695
2026-04-17,NASDAQ:BIIB,0.005227004,0.005227004
2026-04-17,NASDAQ:BKNG,0.015933555,0.015933555
2026-04-17,NASDAQ:BKR,0.0043358332,0.0043358332
2026-04-17,NASDAQ:CCEP,0.0036367555,0.0036367555
2026-04-17,NASDAQ:CDNS,0.004631492,0.004631492
2026-04-17,NASDAQ:CDW,0.0044888854,0.0044888854
2026-04-17,NASDAQ:CHTR,0.011460205,0.011460205
2026-04-17,NASDAQ:CMCSA,0.004217027,0.004217027
2026-04-17,NASDAQ:COST,0.0040820907,0.0040820907
2026-04-17,NASDAQ:CPRT,0.0055474355,0.0055474355
2026-04-17,NASDAQ:CRWD,0.028486764,0.028486764
2026-04-17,NASDAQ:CSCO,0.004445496,0.004445496
2026-04-17,NASDAQ:CSGP,0.012076331,0.012076331
2026-04-17,NASDAQ:CSX,0.0034114718,0.0034114718
2026-04-17,NASDAQ:CTAS,0.0045348313,0.0045348313
2026-04-17,NASDAQ:CTSH,0.0047849766,0.0047849766
