origin,end,strat_ret,idx_ret,excess
2024-12-31,2025-10-20,0.1397,0.1451,-0.0054
2025-01-08,2025-10-27,0.1391,0.1617,-0.0226
2025-01-16,2025-11-03,0.1083,0.154,-0.0457
2025-01-24,2025-11-10,0.0798,0.1198,-0.0401
2025-01-31,2025-11-17,0.0935,0.1046,-0.0111
2025-02-07,2025-11-24,0.1344,0.1127,0.0217
2025-02-14,2025-12-02,0.1725,0.1169,0.0556
2025-02-24,2025-12-09,0.1901,0.1433,0.0469
2025-03-03,2025-12-16,0.1877,0.1625,0.0252
2025-03-10,2025-12-23,0.2444,0.2307,0.0137
2025-03-17,2025-12-31,0.2055,0.2062,-0.0007
2025-03-24,2026-01-08,0.211,0.2001,0.011
2025-03-31,2026-01-15,0.3032,0.2375,0.0658
2025-04-07,2026-01-23,0.4799,0.3661,0.1138
2025-04-14,2026-01-30,0.3953,0.2836,0.1117
2025-04-22,2026-02-06,0.4143,0.311,0.1033
2025-04-29,2026-02-13,0.3498,0.2293,0.1205
2025-05-06,2026-02-23,0.2863,0.2195,0.0668
2025-05-13,2026-03-02,0.2357,0.169,0.0666
2025-05-20,2026-03-09,0.2227,0.144,0.0787
2025-05-28,2026-03-16,0.1935,0.1377,0.0558
2025-06-04,2026-03-23,0.1989,0.1022,0.0967
2025-06-11,2026-03-30,0.1463,0.0534,0.0929
2025-06-18,2026-04-07,0.2038,0.1063,0.0974
2025-06-26,2026-04-14,0.2104,0.1346,0.0758
2025-07-03,2026-04-21,0.2428,0.125,0.1178
2025-07-11,2026-04-28,0.2636,0.1404,0.1232
2025-07-18,2026-05-05,0.2883,0.1528,0.1355
2025-07-25,2026-05-12,0.335,0.1585,0.1765
2025-08-01,2026-05-19,0.3759,0.1788,0.1971
2025-08-08,2026-05-27,0.409,0.177,0.232
2025-08-15,2026-06-03,0.4414,0.1711,0.2702
2025-08-22,2026-06-10,0.3809,0.1237,0.2572
