ticker,date,pe,ps,p_fcf,earnings_yield,sales_yield,fcf_yield,eps_ttm,rev_ps_ttm,fcf_ps_ttm,market_cap,adj_close,shares,revenue_ttm,net_income_ttm,fcf_ttm,revenue_q,asof_fiscal_period_end,asof_filed_date
FUND:AON,2026-07-02,19.225898354819197,4.3342383229267565,21.672431030797046,0.052013174185399684,0.23072104612021788,0.04614157030094944,18.3008356545961,81.17920148560817,16.234911792014856,75788.49131469727,351.8500061035156,215.4,17486.0,3942.0,3497.0,5034.0,2026-03-31,2026-05-01
FUND:AOS,2026-07-02,16.357972376912358,2.2640852206163546,13.328905368430826,0.06113227097824178,0.44167948754498243,0.07502491557697413,3.7911177474034874,27.390753150522322,4.652670093714477,8630.46622605896,62.01499938964844,139.1674,3811.8999,527.6,647.5,945.6,2026-03-31,2026-04-30
FUND:APA,2026-07-02,7.458708238694999,1.295953726614466,7.720594010749111,0.13407147296794697,0.7716324892343094,0.1295237126324393,4.330508474576271,24.923728813559322,4.18361581920904,11434.199729919434,32.29999923706055,354.0,8823.0,1533.0,1481.0,2215.0,2026-03-31,2026-05-07
FUND:APD,2026-07-02,32.80563817762601,5.5465242498472955,,0.030482565057430182,0.1802930907635591,-0.014358181327681548,9.454014804845222,55.91699865410499,-4.453117990130103,69131.31805114746,310.1449890136719,222.9,12463.899000000001,2107.2999,-992.5999999999999,3171.8,2026-03-31,2026-04-30
FUND:APG,2026-07-02,,2.2340714460484463,25.865864022662887,-0.014675844545569045,0.4476132586398559,0.03866099346705876,-0.6160919540229886,18.79080459770115,1.6229885057471265,18261.3,41.98,435.0,8174.0,-268.0,706.0,1982.0,2026-03-31,2026-04-30
FUND:APH,2026-07-02,48.17132557185657,8.304150844481365,46.32277157032657,0.0207592377442118,0.12042170460626489,0.021587654755972754,3.462433123982321,20.08513530278359,3.600604791812049,215109.0543411255,166.7899932861328,1289.7,25903.799,4465.5,4643.7,7620.1,2026-03-31,2026-05-01
FUND:APO,2026-07-02,67.80837041204501,2.2495362427570065,,0.014747441855974272,0.44453606969870874,,1.7599596570852245,53.050932929904185,,70995.36382141113,119.33999633789062,594.9,31560.0,1047.0,,5059.0,2026-03-31,2026-05-07
FUND:APP,2026-07-02,46.90132387815092,30.152754319836045,,0.021321359767967063,0.03316446615101255,,11.699455907229675,18.19800489476839,,185867.36695629882,548.719970703125,338.729,6164.192000000001,3962.9450000000006,,1842.449,2026-03-31,2026-05-06
FUND:APPF,2026-07-02,40.2744781658814,6.14896185602019,26.5321223891726,0.024829620284122066,0.1626290784388168,0.03769016233726129,4.243382106556462,27.793309505193793,6.441248743437955,6120.2708,170.9,35.812,995.3340000000001,151.964,230.674,262.214,2026-03-31,2026-04-23
FUND:APTV,2026-07-02,34.594598064683886,0.6112119799414114,11.375701165414071,0.028906247100493308,1.636093585887921,0.08790666926451389,1.707202993451824,96.62768942937323,5.191768007483629,12627.02829360962,59.060001373291016,213.8,20659.0,365.0,1110.0,5086.0,2026-03-31,2026-05-05
